Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
489,Adeiny\'a0Hechavarria\\hechaad01,25,MIA,NL,146,574,536,53,148,20,10,1,34,7,5,26,86,.276,.308,.356,.664,86,191,21,1,4,6,5,*6\
490,Chris\'a0Heisey\\heisech01,29,CIN,NL,119,299,275,34,61,15,2,8,22,9,2,15,64,.222,.265,.378,.643,78,104,3,2,5,2,0,789\
491,Heath\'a0Hembree\\hembrhe01,25,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
492,Jim\'a0Henderson*\\hendeji01,31,MIL,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
493,Kyle\'a0Hendricks\\hendrky01,24,CHC,NL,13,30,24,1,3,0,0,0,1,0,0,3,11,.125,.222,.125,.347,0,3,0,0,3,0,0,1\
494,Liam\'a0Hendriks\\hendrli01,25,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
495,Cesar\'a0Hernandez#\\hernace02,24,PHI,NL,66,125,114,13,27,2,0,1,4,1,1,9,33,.237,.290,.281,.571,61,32,1,0,1,1,1,54/6\
496,Enrique\'a0Hernandez\\hernaen02,22,TOT,MLB,42,134,121,13,30,6,3,3,14,0,0,12,21,.248,.321,.421,.742,108,51,1,1,0,0,0,8/76459D\
497,Felix\'a0Hernandez\\hernafe02,28,SEA,AL,1,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
498,Pedro\'a0Hernandez*\\hernape02,25,COL,NL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
499,Roberto\'a0Hernandez\\carmofa01,33,TOT,NL,32,58,49,1,4,0,0,0,2,0,0,0,24,.082,.082,.082,.163,-54,4,0,0,9,0,0,1\
500,Dilson\'a0Herrera\\herredi01,20,NYM,NL,18,66,59,6,13,0,1,3,11,0,0,7,17,.220,.303,.407,.710,103,24,3,0,0,0,0,4\
501,Elian\'a0Herrera#\\herreel01,29,MIL,NL,69,140,135,14,37,7,1,0,5,4,1,3,36,.274,.288,.341,.629,74,46,1,0,1,1,1,965/487\
502,Jonathan\'a0Herrera#\\herrejo03,29,BOS,AL,42,104,90,10,21,1,2,0,9,1,3,7,24,.233,.307,.289,.596,68,26,3,3,3,1,0,65/4D3\
503,Kelvin\'a0Herrera\\herreke01,24,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
504,Chris\'a0Herrmann*\\herrmch01,26,MIN,AL,33,79,75,8,16,3,0,0,4,1,0,4,17,.213,.253,.253,.506,44,19,2,0,0,0,0,97/2\
505,Chris\'a0Heston\\hestoch01,26,SFG,NL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
506,Jason\'a0Heyward*\\heywaja01,24,ATL,NL,149,649,573,74,155,26,3,11,58,20,4,67,98,.271,.351,.384,.735,109,220,2,6,0,3,3,*9\
507,Aaron\'a0Hicks#\\hicksaa01,24,MIN,AL,69,225,186,22,40,8,0,1,18,4,3,36,56,.215,.341,.274,.615,76,51,2,0,2,1,0,8/79D\
508,Brandon\'a0Hicks\\hicksbr01,28,SFG,NL,71,242,204,27,33,6,1,8,22,0,1,32,77,.162,.280,.319,.599,72,65,5,2,3,1,3,4/37\
509,Aaron\'a0Hill\\hillaa01,32,ARI,NL,133,541,501,52,122,26,3,10,60,4,3,28,92,.244,.287,.367,.654,81,184,16,5,0,7,0,*4/5D\
510,Koyie\'a0Hill#\\hillko01,35,PHI,NL,10,22,21,2,5,1,0,0,1,0,0,1,5,.238,.273,.286,.558,57,6,0,0,0,0,0,2\
511,Taylor\'a0Hill\\hillta01,25,WSN,NL,3,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,85,1,0,0,0,0,0,/1\
512,L.J.\'a0Hoes\\hoeslj01,24,HOU,AL,55,136,122,12,21,5,0,3,11,0,0,10,31,.172,.230,.287,.517,46,35,5,0,1,3,0,79/D\
513,Bryan\'a0Holaday\\holadbr01,26,DET,AL,62,171,156,14,36,5,1,0,15,1,1,8,37,.231,.266,.276,.542,54,43,4,1,2,4,0,2/D\
514,John\'a0Holdzkom\\holdzjo01,26,PIT,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
515,Greg\'a0Holland\\hollagr01,28,KCR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
516,Mario\'a0Hollands*\\hollama01,25,PHI,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
517,Matt\'a0Holliday\\hollima01,34,STL,NL,156,667,574,83,156,37,0,20,90,4,1,74,100,.272,.370,.441,.811,127,253,20,17,0,2,4,*7/D\
518,David\'a0Holmberg\\holmbda01,22,CIN,NL,6,7,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,2,0,0,/1\
519,Brock\'a0Holt*\\holtbr01,26,BOS,AL,106,492,449,68,126,23,5,4,29,12,2,33,98,.281,.331,.381,.711,98,171,7,2,5,3,0,59648/37\
520,Tyler\'a0Holt\\holtty01,25,CLE,AL,36,76,71,4,19,2,0,0,2,2,2,3,25,.268,.307,.296,.602,70,21,1,1,1,0,0,9/87\
521,J.J.\'a0Hoover\\hoovejj01,26,CIN,NL,50,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1\
522,Eric\'a0Hosmer*\\hosmeer01,24,KCR,AL,131,547,503,54,136,35,1,9,58,4,2,35,93,.270,.318,.398,.716,99,200,12,3,0,6,4,*3\
523,T.J.\'a0House\\housetj01,24,CLE,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
524,Ryan\'a0Howard*\\howarry01,34,PHI,NL,153,648,569,65,127,18,1,23,95,0,0,67,190,.223,.310,.380,.690,92,216,10,7,0,5,7,*3/D\
525,J.P.\'a0Howell*\\howeljp01,31,LAD,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
526,Daniel\'a0Hudson\\hudsoda01,27,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
527,Tim\'a0Hudson\\hudsoti01,38,SFG,NL,28,62,53,0,2,0,0,0,1,0,0,2,20,.038,.089,.038,.127,-62,2,4,1,6,0,0,1\
528,David\'a0Huff#\\huffda01,29,TOT,MLB,16,3,3,1,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,93,1,0,0,0,0,0,1\
529,Jared\'a0Hughes\\hugheja02,28,PIT,NL,60,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
530,Phil\'a0Hughes\\hugheph01,28,MIN,AL,2,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
531,Nick\'a0Hundley\\hundlni01,30,TOT,MLB,83,233,218,18,53,7,0,6,22,1,0,10,63,.243,.273,.358,.631,77,78,3,0,2,3,0,2\
532,Tommy\'a0Hunter\\hunteto02,27,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
533,Torii\'a0Hunter\\hunteto01,38,DET,AL,142,586,549,71,157,33,2,17,83,4,3,23,89,.286,.319,.446,.765,114,245,18,7,0,7,0,*9/D\
534,Drew\'a0Hutchison*\\hutchdr01,23,TOR,AL,4,4,4,0,2,0,0,0,0,0,0,0,2,.500,.500,.500,1.000,186,2,0,0,0,0,0,1\
535,Chris\'a0Iannetta\\iannech01,31,LAA,AL,108,373,306,41,77,22,0,7,43,3,0,54,91,.252,.373,.392,.765,123,120,3,8,0,5,3,2/D\
536,Raul\'a0Ibanez*\\ibanera01,42,TOT,AL,90,280,246,23,41,8,3,5,26,3,2,33,59,.167,.264,.285,.549,58,70,2,0,0,1,0,D7/39\
537,Ender\'a0Inciarte*\\inciaen01,23,ARI,NL,118,447,418,54,116,18,2,4,27,19,3,25,53,.278,.318,.359,.677,89,150,3,0,4,0,0,*87/9\
538,Omar\'a0Infante\\infanom01,32,KCR,AL,135,575,528,50,133,21,3,6,66,9,3,33,68,.252,.295,.337,.632,76,178,7,2,5,7,3,*4\
539,Travis\'a0Ishikawa*\\ishiktr01,30,TOT,NL,62,119,107,9,27,4,1,3,18,0,0,9,34,.252,.311,.393,.703,100,42,3,1,0,2,1,3/7\
540,Hisashi\'a0Iwakuma\\iwakuhi01,33,SEA,AL,2,6,4,0,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,-35,0,0,0,1,0,0,1\
541,Maicer\'a0Izturis#\\izturma01,33,TOR,AL,11,38,35,3,10,1,0,0,1,1,0,2,4,.286,.324,.314,.639,83,11,0,0,1,0,0,4\
542,Austin\'a0Jackson\\jacksau01,27,TOT,AL,154,656,597,71,153,30,6,4,47,20,6,47,144,.256,.308,.347,.655,87,207,15,2,1,9,0,*8\
543,Brett\'a0Jackson*\\jacksbr01,25,ARI,NL,7,5,4,0,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,-38,0,0,0,0,0,0,/98\
544,Edwin\'a0Jackson\\jacksed01,30,CHC,NL,28,44,40,2,7,2,0,0,0,0,0,0,21,.175,.175,.225,.400,11,9,0,0,4,0,0,1\
545,Juan\'a0Jaime\\jaimeju01,26,ATL,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
546,Kenley\'a0Jansen#\\janseke01,26,LAD,NL,64,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
547,Casey\'a0Janssen\\janssca01,32,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
548,John\'a0Jaso*\\jasojo01,30,OAK,AL,99,344,307,42,81,18,3,9,40,2,0,28,60,.264,.337,.430,.767,118,132,5,7,0,2,1,2D\
549,Jon\'a0Jay*\\jayjo02,29,STL,NL,140,468,413,52,125,16,3,3,46,6,3,28,78,.303,.372,.378,.750,112,156,17,20,3,4,3,*897\
550,Jeremy\'a0Jeffress\\jeffrje01,26,TOT,MLB,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
551,Chad\'a0Jenkins\\jenkich01,26,TOR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
552,Dan\'a0Jennings*\\jennida01,27,MIA,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
553,Desmond\'a0Jennings\\jennide01,27,TBR,AL,123,542,479,64,117,30,2,10,36,15,6,47,108,.244,.319,.378,.697,100,181,10,6,9,1,0,*8/D\
554,Kevin\'a0Jepsen\\jepseke01,29,LAA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
555,Derek\'a0Jeter\\jeterde01,40,NYY,AL,145,634,581,47,149,19,1,4,50,10,2,35,87,.256,.304,.313,.617,76,182,15,6,8,4,0,*6D\
556,Cesar\'a0Jimenez*\\jimence01,29,PHI,NL,14,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
557,Luis\'a0Jimenez\\jimenlu02,26,LAA,AL,18,41,37,3,6,2,0,0,2,0,0,0,13,.162,.205,.216,.421,23,8,1,2,2,0,0,5/D\
558,Ubaldo\'a0Jimenez\\jimenub01,30,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
559,Chris\'a0Johnson\\johnsch05,29,ATL,NL,153,611,582,43,153,27,0,10,58,6,0,23,159,.263,.292,.361,.653,84,210,23,2,2,2,2,*5/3D\
560,Dan\'a0Johnson*\\johnsda06,34,TOR,AL,15,48,38,8,8,2,0,1,7,0,0,7,10,.211,.333,.342,.675,93,13,1,1,0,2,0,/3D\
561,Elliot\'a0Johnson#\\johnsel02,30,CLE,AL,7,20,19,1,2,2,0,0,0,0,0,0,7,.105,.105,.211,.316,-14,4,0,0,1,0,0,/945\
562,Erik\'a0Johnson\\johnser04,24,CHW,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
563,Jim\'a0Johnson\\johnsji04,31,TOT,AL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
564,Kelly\'a0Johnson*\\johnske05,32,TOT,AL,106,297,265,29,57,14,2,7,27,2,2,29,71,.215,.296,.362,.659,86,96,3,2,0,1,0,53/4D79\
565,Kris\'a0Johnson*\\johnskr01,29,MIN,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
566,Reed\'a0Johnson\\johnsre02,37,MIA,NL,113,201,187,24,44,15,0,2,25,0,1,1,37,.235,.266,.348,.614,71,65,4,8,2,3,0,79/D8\
567,Eric\'a0Jokisch\\jokiser01,24,CHC,NL,4,5,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,2,0,0,/1\
568,Adam\'a0Jones\\jonesad01,28,BAL,AL,159,682,644,88,181,30,2,29,96,7,1,19,133,.281,.311,.469,.780,115,302,11,12,0,7,1,*8/D\
569,Garrett\'a0Jones*\\jonesga02,33,MIA,NL,146,547,496,59,122,33,2,15,53,0,1,46,116,.246,.309,.411,.720,100,204,10,1,0,4,4,*3/9\
570,James\'a0Jones*\\jonesja06,25,SEA,AL,108,328,312,46,78,9,5,0,9,27,1,12,67,.250,.278,.311,.589,71,97,4,0,4,0,0,8/9D7\
571,Taylor\'a0Jordan\\jordata01,25,WSN,NL,5,8,8,1,1,0,0,0,0,0,0,0,4,.125,.125,.125,.250,-31,1,0,0,0,0,0,/1\
572,Caleb\'a0Joseph\\josepca01,28,BAL,AL,82,275,246,22,51,9,0,9,28,0,1,17,69,.207,.264,.354,.618,72,87,6,3,6,3,0,2/3\
573,Matthew\'a0Joyce*\\joycema01,29,TBR,AL,140,493,418,51,106,23,2,9,52,2,5,62,111,.254,.349,.383,.732,111,160,11,4,0,9,4,7D9\
574,Jair\'a0Jurrjens\\jurrjja01,28,COL,NL,2,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1\
575,Tommy\'a0Kahnle\\kahnlto01,24,COL,NL,49,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
576,Ryan\'a0Kalish*\\kalisry01,26,CHC,NL,57,130,121,13,30,4,4,0,5,3,2,8,28,.248,.295,.347,.642,78,42,3,0,1,0,1,789\
577,Munenori\'a0Kawasaki*\\kawasmu01,33,TOR,AL,82,274,240,31,62,7,1,0,17,1,0,22,49,.258,.327,.296,.623,79,71,3,3,8,1,0,45/6\
578,Scott\'a0Kazmir*\\kazmisc01,30,OAK,AL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
579,Shawn\'a0Kelley\\kellesh01,30,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
580,Don\'a0Kelly*\\kellydo01,34,DET,AL,95,185,163,24,40,5,1,0,7,6,1,20,29,.245,.332,.288,.620,78,47,6,1,1,0,1,539/784D\
581,Joe\'a0Kelly\\kellyjo05,26,TOT,MLB,9,18,16,0,4,1,0,0,0,1,0,0,2,.250,.294,.313,.607,71,5,0,1,1,0,0,1\
582,Matt\'a0Kemp\\kempma01,29,LAD,NL,150,599,541,77,155,38,3,25,89,8,5,52,145,.287,.346,.506,.852,140,274,21,0,0,6,3,*978/D\
583,Howie\'a0Kendrick\\kendrho01,30,LAA,AL,157,674,617,85,181,33,5,7,75,14,5,48,110,.293,.347,.397,.744,116,245,15,4,3,2,8,*4/D\
584,Kyle\'a0Kendrick\\kendrky01,29,PHI,NL,31,71,66,2,9,1,0,0,1,0,0,1,31,.136,.149,.152,.301,-15,10,2,0,4,0,0,1\
585,Ian\'a0Kennedy\\kenneia01,29,SDP,NL,32,63,52,3,6,1,0,1,5,0,0,5,24,.115,.193,.192,.385,13,10,0,0,6,0,0,1\
586,Clayton\'a0Kershaw*\\kershcl01,26,LAD,NL,26,74,63,5,11,0,1,0,3,1,0,4,23,.175,.235,.206,.442,28,13,1,1,6,0,0,1\
587,Dallas\'a0Keuchel*\\keuchda01,26,HOU,AL,3,4,3,1,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-21,0,0,0,0,0,0,1\
588,Mike\'a0Kickham*\\kickhmi01,25,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
589,Kevin\'a0Kiermaier*\\kiermke01,24,TBR,AL,108,364,331,35,87,16,8,10,35,5,4,23,71,.263,.315,.450,.765,117,149,3,3,5,2,2,98/D7\
590,Roger\'a0Kieschnick*\\kiescro01,27,ARI,NL,25,41,41,2,8,1,0,1,2,0,0,0,16,.195,.195,.293,.488,34,12,0,0,0,0,0,/79\
591,Craig\'a0Kimbrel\\kimbrcr01,26,ATL,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
592,Ian\'a0Kinsler\\kinslia01,32,DET,AL,161,726,684,100,188,40,4,17,92,15,4,29,79,.275,.307,.420,.727,103,287,20,5,3,5,1,*4\
593,Brandon\'a0Kintzler\\kintzbr01,29,MIL,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
594,Jason\'a0Kipnis*\\kipnija01,27,CLE,AL,129,555,500,61,120,25,1,6,41,22,3,50,100,.240,.310,.330,.640,80,165,15,2,1,2,2,*4/D\
595,Phil\'a0Klein\\kleinph01,25,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
596,Corey\'a0Kluber\\klubeco01,28,CLE,AL,4,6,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,13,1,0,0,1,0,0,1\
597,Corey\'a0Knebel\\knebeco01,22,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
598,Jeff\'a0Kobernus\\koberje01,26,WSN,NL,4,8,6,2,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,-23,0,0,1,0,0,0,/4\
599,Tom\'a0Koehler\\koehlto01,28,MIA,NL,29,59,50,0,3,0,0,0,0,0,0,1,27,.060,.078,.060,.138,-60,3,2,0,8,0,0,1\
600,Michael\'a0Kohn\\kohnmi01,28,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
601,Paul\'a0Konerko\\konerpa01,38,CHW,AL,81,224,208,15,43,8,0,5,22,0,0,10,51,.207,.254,.317,.572,64,66,7,4,0,2,0,D3\
602,George\'a0Kontos\\kontoge01,29,SFG,NL,22,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
603,George\'a0Kottaras*\\kottage01,31,TOT,MLB,18,38,30,4,7,0,0,3,5,0,0,6,16,.233,.351,.533,.885,145,16,0,0,1,1,0,2\
604,Kevin\'a0Kouzmanoff\\kouzmke01,32,TEX,AL,13,51,47,8,17,6,0,2,10,0,0,2,7,.362,.412,.617,1.029,183,29,2,2,0,0,1,5\
605,Pete\'a0Kozma\\kozmape01,26,STL,NL,14,26,23,4,7,3,0,0,0,0,0,3,4,.304,.385,.435,.819,130,10,0,0,0,0,0,/64\
606,Erik\'a0Kratz\\kratzer01,34,TOT,AL,47,115,110,12,24,4,0,5,13,0,0,4,22,.218,.243,.391,.634,76,43,4,0,0,1,1,2/D\
607,Marc\'a0Krauss*\\krausma01,26,HOU,AL,67,208,186,16,36,6,0,6,21,0,0,21,54,.194,.279,.323,.601,71,60,7,1,0,0,0,37/9D\
608,Ian\'a0Krol*\\krolia01,23,DET,AL,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
609,Jason\'a0Kubel*\\kubelja01,32,MIN,AL,45,176,156,12,35,6,1,1,13,1,0,19,59,.224,.313,.295,.607,73,46,1,1,0,0,1,7/9D\
610,Hiroki\'a0Kuroda\\kurodhi01,39,NYY,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
611,Tommy\'a0La\'a0Stella*\\lasteto01,25,ATL,NL,93,360,319,22,80,16,1,1,31,2,1,36,40,.251,.328,.317,.644,84,101,8,1,3,1,2,4/D\
612,John\'a0Lackey\\lackejo01,35,TOT,MLB,9,19,15,1,2,0,0,0,0,0,0,0,5,.133,.133,.133,.267,-25,2,0,0,4,0,0,1\
613,Bobby\'a0LaFromboise*\\lafrobo01,28,PIT,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
614,Juan\'a0Lagares\\lagarju01,25,NYM,NL,116,452,416,46,117,24,3,4,47,13,4,20,87,.281,.321,.382,.703,102,159,6,7,3,6,1,*8\
615,Gerald\'a0Laird\\lairdge01,34,ATL,NL,53,167,152,12,31,8,0,0,10,0,0,14,33,.204,.275,.257,.532,52,39,6,1,0,0,2,2\
616,Junior\'a0Lake\\lakeju01,24,CHC,NL,108,326,308,30,65,10,3,9,25,7,3,14,110,.211,.246,.351,.597,64,108,3,1,1,2,0,78/9\
617,Jake\'a0Lamb*\\lambja01,23,ARI,NL,37,133,126,15,29,4,1,4,11,1,1,6,37,.230,.263,.373,.636,75,47,4,0,0,1,0,5\
618,Andrew\'a0Lambo*\\lamboan01,25,PIT,NL,21,39,39,3,10,4,0,0,1,0,0,0,8,.256,.256,.359,.615,72,14,2,0,0,0,0,/93\
619,Jason\'a0Lane\\laneja01,37,SDP,NL,3,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,95,1,0,0,0,0,0,/1\
620,John\'a0Lannan*\\lannajo01,29,NYM,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
621,Adam\'a0LaRoche*\\larocad01,34,WSN,NL,140,586,494,73,128,19,0,26,92,3,0,82,108,.259,.362,.455,.817,124,225,13,2,0,8,9,*3/D\
622,Mat\'a0Latos\\latosma01,26,CIN,NL,15,32,30,2,3,0,0,0,1,0,0,1,12,.100,.129,.100,.229,-34,3,1,0,1,0,0,1\
623,Ryan\'a0Lavarnway\\lavarry01,26,BOS,AL,9,10,10,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,0,0,0,/3\
624,Brett\'a0Lawrie\\lawribr01,24,TOR,AL,70,282,259,27,64,9,0,12,38,0,0,16,49,.247,.301,.421,.722,103,109,0,5,0,2,0,54\
625,Tommy\'a0Layne*\\layneto01,29,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
626,Brandon\'a0League\\leagubr01,31,LAD,NL,59,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
627,Mike\'a0Leake\\leakemi01,26,CIN,NL,37,74,68,9,12,5,0,2,5,0,0,0,34,.176,.188,.338,.527,44,23,1,1,5,0,0,1\
628,Wade\'a0LeBlanc*\\leblawa01,29,TOT,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
629,Sam\'a0LeCure\\lecursa01,30,CIN,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
630,C.C.\'a0Lee\\leech01,27,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
631,Cliff\'a0Lee*\\leecl02,35,PHI,NL,11,25,24,2,6,0,0,0,1,0,0,0,9,.250,.250,.250,.500,41,6,0,0,1,0,0,1\
632,DJ\'a0LeMahieu\\lemahdj01,25,COL,NL,149,538,494,59,132,15,5,5,42,10,10,33,97,.267,.315,.348,.663,75,172,13,2,7,2,7,*4/536\
633,Sandy\'a0Leon#\\leonsa01,25,WSN,NL,20,70,64,7,10,1,0,1,3,0,0,6,20,.156,.229,.219,.447,25,14,1,0,0,0,0,2\
634,Dominic\'a0Leone\\leonedo01,22,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
635,Chris\'a0Leroux*\\lerouch01,30,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
636,Jon\'a0Lester*\\lestejo01,30,TOT,AL,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
637,Colby\'a0Lewis\\lewisco01,34,TEX,AL,2,5,5,0,2,0,0,0,1,0,0,0,2,.400,.400,.400,.800,125,2,0,0,0,0,0,1\
638,Tim\'a0Lincecum*\\linceti01,30,SFG,NL,32,53,44,2,3,0,0,0,1,0,0,4,26,.068,.146,.068,.214,-36,3,1,0,5,0,0,1\
639,Brad\'a0Lincoln*\\lincobr01,29,PHI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
640,Adam\'a0Lind*\\lindad01,30,TOR,AL,96,318,290,38,93,24,2,6,40,0,0,28,48,.321,.381,.479,.860,143,139,8,0,0,0,3,3D\
641,Matt\'a0Lindstrom\\lindsma01,34,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
642,Francisco\'a0Liriano*\\liriafr01,30,PIT,NL,28,52,45,1,5,0,0,0,0,0,0,2,14,.111,.149,.111,.260,-25,5,1,0,5,0,0,1\
643,Rymer\'a0Liriano\\liriary01,23,SDP,NL,38,121,109,13,24,2,0,1,6,4,1,9,39,.220,.289,.266,.555,63,29,6,2,0,1,1,9\
644,Jose\'a0Lobaton#\\lobatjo01,29,WSN,NL,66,230,214,18,50,9,0,2,12,0,0,15,61,.234,.287,.304,.591,64,65,5,1,0,0,1,2\
645,Jeff\'a0Locke*\\lockeje01,26,PIT,NL,20,50,45,3,5,0,0,0,0,0,0,2,30,.111,.149,.111,.260,-25,5,0,0,3,0,0,1\
646,Boone\'a0Logan\\loganbo02,29,COL,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
647,Kyle\'a0Lohse\\lohseky01,35,MIL,NL,30,74,61,2,7,0,0,0,5,0,0,2,23,.115,.154,.115,.269,-24,7,1,1,9,1,0,1\
648,Steve\'a0Lombardozzi#\\lombast02,25,BAL,AL,20,74,73,6,21,1,1,0,2,1,0,0,14,.288,.297,.329,.626,76,24,1,1,0,0,0,4\
649,James\'a0Loney*\\loneyja01,30,TBR,AL,155,651,600,59,174,27,0,9,69,4,0,41,80,.290,.336,.380,.716,106,228,21,4,0,6,2,*3/D\
650,Evan\'a0Longoria\\longoev01,28,TBR,AL,162,700,624,83,158,26,1,22,91,5,0,57,133,.253,.320,.404,.724,107,252,15,9,1,9,11,*5/D\
651,Javier\'a0Lopez*\\lopezja02,36,SFG,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
